YEAR,MONTH,DAY_OF_MONTH,FL_DATE,UNIQUE_CARRIER,ORIGIN,DEST,DEP_DELAY_NEW
2015,3,6,3/6/15,MQ,JFK,CMH,15
2015,3,7,3/7/15,MQ,JFK,CMH,0
2015,3,8,3/8/15,MQ,JFK,CMH,24
2015,3,9,3/9/15,MQ,JFK,CMH,0
2015,3,10,3/10/15,MQ,JFK,CMH,0
2015,3,11,3/11/15,MQ,JFK,CMH,0
2015,3,12,3/12/15,MQ,JFK,CMH,0
2015,3,13,3/13/15,MQ,JFK,CMH,0
2015,3,14,3/14/15,MQ,JFK,CMH,0
2015,3,15,3/15/15,MQ,JFK,CMH,
2015,3,16,3/16/15,MQ,JFK,CMH,0
2015,3,17,3/17/15,MQ,JFK,CMH,152
2015,3,18,3/18/15,MQ,JFK,CMH,
2015,3,19,3/19/15,MQ,JFK,CMH,6
2015,3,20,3/20/15,MQ,JFK,CMH,118
2015,3,21,3/21/15,MQ,JFK,CMH,
2015,3,22,3/22/15,MQ,JFK,CMH,53
2015,3,23,3/23/15,MQ,JFK,CMH,94
2015,3,24,3/24/15,MQ,JFK,CMH,0
2015,3,25,3/25/15,MQ,JFK,CMH,0
2015,3,26,3/26/15,MQ,JFK,CMH,
2015,3,27,3/27/15,MQ,JFK,CMH,
2015,3,28,3/28/15,MQ,JFK,CMH,18
2015,3,1,3/1/15,AA,JFK,LAX,0
2015,3,2,3/2/15,AA,JFK,LAX,0
2015,3,3,3/3/15,AA,JFK,LAX,0
2015,3,4,3/4/15,AA,JFK,LAX,0
2015,3,5,3/5/15,AA,JFK,LAX,0
2015,3,6,3/6/15,AA,JFK,LAX,30
2015,3,7,3/7/15,AA,JFK,LAX,8
2015,3,8,3/8/15,AA,JFK,LAX,0
2015,3,9,3/9/15,AA,JFK,LAX,0
2015,3,10,3/10/15,AA,JFK,LAX,0
2015,3,11,3/11/15,AA,JFK,LAX,0
2015,3,12,3/12/15,AA,JFK,LAX,14
2015,3,13,3/13/15,AA,JFK,LAX,0
2015,3,14,3/14/15,AA,JFK,LAX,7
2015,3,15,3/15/15,AA,JFK,LAX,0
2015,3,16,3/16/15,AA,JFK,LAX,0
2015,3,17,3/17/15,AA,JFK,LAX,0
2015,3,18,3/18/15,AA,JFK,LAX,0
2015,3,19,3/19/15,AA,JFK,LAX,4
2015,3,20,3/20/15,AA,JFK,LAX,0
2015,3,21,3/21/15,AA,JFK,LAX,16
2015,3,22,3/22/15,AA,JFK,LAX,0
2015,3,23,3/23/15,AA,JFK,LAX,5
2015,3,24,3/24/15,AA,JFK,LAX,0
2015,3,25,3/25/15,AA,JFK,LAX,0
2015,3,26,3/26/15,AA,JFK,LAX,0
2015,3,27,3/27/15,AA,JFK,LAX,11
2015,3,28,3/28/15,AA,JFK,LAX,0
2015,3,29,3/29/15,AA,JFK,LAX,0
2015,3,30,3/30/15,AA,JFK,LAX,0
2015,3,31,3/31/15,AA,JFK,LAX,4
2015,3,1,3/1/15,AA,JFK,LAX,19
2015,3,2,3/2/15,AA,JFK,LAX,0
2015,3,3,3/3/15,AA,JFK,LAX,0
2015,3,4,3/4/15,AA,JFK,LAX,0
2015,3,5,3/5/15,AA,JFK,LAX,
2015,3,6,3/6/15,AA,JFK,LAX,103
2015,3,7,3/7/15,AA,JFK,LAX,0
2015,3,8,3/8/15,AA,JFK,LAX,0
2015,3,9,3/9/15,AA,JFK,LAX,0
2015,3,10,3/10/15,AA,JFK,LAX,0
2015,3,11,3/11/15,AA,JFK,LAX,1
2015,3,12,3/12/15,AA,JFK,LAX,0
2015,3,13,3/13/15,AA,JFK,LAX,0
2015,3,14,3/14/15,AA,JFK,LAX,0
2015,3,15,3/15/15,AA,JFK,LAX,0
2015,3,16,3/16/15,AA,JFK,LAX,0
2015,3,17,3/17/15,AA,JFK,LAX,0
2015,3,18,3/18/15,AA,JFK,LAX,0
2015,3,19,3/19/15,AA,JFK,LAX,0
2015,3,20,3/20/15,AA,JFK,LAX,0
2015,3,21,3/21/15,AA,JFK,LAX,0
2015,3,22,3/22/15,AA,JFK,LAX,0
2015,3,23,3/23/15,AA,JFK,LAX,0
2015,3,24,3/24/15,AA,JFK,LAX,0
2015,3,25,3/25/15,AA,JFK,LAX,0
2015,3,26,3/26/15,AA,JFK,LAX,0
2015,3,27,3/27/15,AA,JFK,LAX,0
2015,3,28,3/28/15,AA,JFK,LAX,0
2015,3,29,3/29/15,AA,JFK,LAX,0
2015,3,30,3/30/15,AA,JFK,LAX,0
2015,3,31,3/31/15,AA,JFK,LAX,0
2015,3,1,3/1/15,AA,JFK,LAX,0
2015,3,2,3/2/15,AA,JFK,LAX,0
2015,3,3,3/3/15,AA,JFK,LAX,0
2015,3,4,3/4/15,AA,JFK,LAX,0
2015,3,5,3/5/15,AA,JFK,LAX,
2015,3,6,3/6/15,AA,JFK,LAX,0
2015,3,7,3/7/15,AA,JFK,LAX,0
2015,3,8,3/8/15,AA,JFK,LAX,0
2015,3,9,3/9/15,AA,JFK,LAX,0
2015,3,10,3/10/15,AA,JFK,LAX,0
2015,3,11,3/11/15,AA,JFK,LAX,0
2015,3,12,3/12/15,AA,JFK,LAX,0
2015,3,13,3/13/15,AA,JFK,LAX,0
2015,3,14,3/14/15,AA,JFK,LAX,0
2015,3,15,3/15/15,AA,JFK,LAX,0
2015,3,16,3/16/15,AA,JFK,LAX,0
2015,3,17,3/17/15,AA,JFK,LAX,0
2015,3,18,3/18/15,AA,JFK,LAX,0
2015,3,19,3/19/15,AA,JFK,LAX,38
2015,3,20,3/20/15,AA,JFK,LAX,0
2015,3,21,3/21/15,AA,JFK,LAX,0
2015,3,22,3/22/15,AA,JFK,LAX,0
2015,3,23,3/23/15,AA,JFK,LAX,0
2015,3,24,3/24/15,AA,JFK,LAX,0
2015,3,25,3/25/15,AA,JFK,LAX,0
2015,3,26,3/26/15,AA,JFK,LAX,0
2015,3,27,3/27/15,AA,JFK,LAX,0
2015,3,28,3/28/15,AA,JFK,LAX,0
2015,3,29,3/29/15,AA,JFK,LAX,0
2015,3,30,3/30/15,AA,JFK,LAX,0
2015,3,31,3/31/15,AA,JFK,LAX,0
2015,3,1,3/1/15,AA,JFK,SFO,0
2015,3,2,3/2/15,AA,JFK,SFO,0
2015,3,3,3/3/15,AA,JFK,SFO,0
2015,3,4,3/4/15,AA,JFK,SFO,0
2015,3,5,3/5/15,AA,JFK,SFO,
2015,3,8,3/8/15,AA,JFK,SFO,9
2015,3,9,3/9/15,AA,JFK,SFO,0
2015,3,10,3/10/15,AA,JFK,SFO,0
2015,3,11,3/11/15,AA,JFK,SFO,3
2015,3,12,3/12/15,AA,JFK,SFO,0
2015,3,15,3/15/15,AA,JFK,SFO,43
2015,3,16,3/16/15,AA,JFK,SFO,0
2015,3,17,3/17/15,AA,JFK,SFO,0
2015,3,18,3/18/15,AA,JFK,SFO,0
2015,3,19,3/19/15,AA,JFK,SFO,0
2015,3,22,3/22/15,AA,JFK,SFO,17
2015,3,23,3/23/15,AA,JFK,SFO,0
2015,3,24,3/24/15,AA,JFK,SFO,0
2015,3,25,3/25/15,AA,JFK,SFO,0
2015,3,26,3/26/15,AA,JFK,SFO,0
2015,3,30,3/30/15,AA,JFK,SFO,5
2015,3,31,3/31/15,AA,JFK,SFO,0
2015,3,1,3/1/15,AA,JFK,LAX,0
2015,3,2,3/2/15,AA,JFK,LAX,0
2015,3,3,3/3/15,AA,JFK,LAX,0
2015,3,4,3/4/15,AA,JFK,LAX,0
2015,3,5,3/5/15,AA,JFK,LAX,
2015,3,6,3/6/15,AA,JFK,LAX,96
2015,3,7,3/7/15,AA,JFK,LAX,24
2015,3,8,3/8/15,AA,JFK,LAX,0
2015,3,9,3/9/15,AA,JFK,LAX,3
2015,3,10,3/10/15,AA,JFK,LAX,0
2015,3,11,3/11/15,AA,JFK,LAX,2
2015,3,12,3/12/15,AA,JFK,LAX,41
2015,3,13,3/13/15,AA,JFK,LAX,0
2015,3,14,3/14/15,AA,JFK,LAX,0
2015,3,15,3/15/15,AA,JFK,LAX,0
2015,3,16,3/16/15,AA,JFK,LAX,0
2015,3,17,3/17/15,AA,JFK,LAX,0
2015,3,18,3/18/15,AA,JFK,LAX,0
2015,3,19,3/19/15,AA,JFK,LAX,0
2015,3,20,3/20/15,AA,JFK,LAX,0
2015,3,21,3/21/15,AA,JFK,LAX,0
2015,3,22,3/22/15,AA,JFK,LAX,0
2015,3,23,3/23/15,AA,JFK,LAX,0
2015,3,24,3/24/15,AA,JFK,LAX,0
2015,3,25,3/25/15,AA,JFK,LAX,0
2015,3,26,3/26/15,AA,JFK,LAX,0
2015,3,27,3/27/15,AA,JFK,LAX,0
2015,3,28,3/28/15,AA,JFK,LAX,2
2015,3,29,3/29/15,AA,JFK,LAX,0
2015,3,30,3/30/15,AA,JFK,LAX,0
2015,3,31,3/31/15,AA,JFK,LAX,0
2015,3,1,3/1/15,AA,JFK,LAX,55
2015,3,2,3/2/15,AA,JFK,LAX,3
2015,3,3,3/3/15,AA,JFK,LAX,241
2015,3,4,3/4/15,AA,JFK,LAX,14
2015,3,5,3/5/15,AA,JFK,LAX,77
2015,3,6,3/6/15,AA,JFK,LAX,51
2015,3,7,3/7/15,AA,JFK,LAX,0
2015,3,8,3/8/15,AA,JFK,LAX,0
2015,3,9,3/9/15,AA,JFK,LAX,0
2015,3,10,3/10/15,AA,JFK,LAX,0
2015,3,11,3/11/15,AA,JFK,LAX,0
2015,3,12,3/12/15,AA,JFK,LAX,0
2015,3,13,3/13/15,AA,JFK,LAX,24
2015,3,14,3/14/15,AA,JFK,LAX,0
2015,3,15,3/15/15,AA,JFK,LAX,72
2015,3,16,3/16/15,AA,JFK,LAX,3
2015,3,17,3/17/15,AA,JFK,LAX,0
2015,3,18,3/18/15,AA,JFK,LAX,0
2015,3,19,3/19/15,AA,JFK,LAX,12
2015,3,20,3/20/15,AA,JFK,LAX,0
2015,3,21,3/21/15,AA,JFK,LAX,2
2015,3,22,3/22/15,AA,JFK,LAX,0
2015,3,23,3/23/15,AA,JFK,LAX,0
2015,3,24,3/24/15,AA,JFK,LAX,27
2015,3,25,3/25/15,AA,JFK,LAX,0
2015,3,26,3/26/15,AA,JFK,LAX,0
2015,3,27,3/27/15,AA,JFK,LAX,0
2015,3,28,3/28/15,AA,JFK,LAX,3
2015,3,29,3/29/15,AA,JFK,LAX,0
2015,3,30,3/30/15,AA,JFK,LAX,0
2015,3,31,3/31/15,AA,JFK,LAX,52
2015,3,1,3/1/15,AA,JFK,LAX,0
2015,3,2,3/2/15,AA,JFK,LAX,
2015,3,3,3/3/15,AA,JFK,LAX,0
2015,3,4,3/4/15,AA,JFK,LAX,
2015,3,5,3/5/15,AA,JFK,LAX,
2015,3,6,3/6/15,AA,JFK,LAX,35
2015,3,7,3/7/15,AA,JFK,LAX,11
2015,3,8,3/8/15,AA,JFK,LAX,0
2015,3,9,3/9/15,AA,JFK,LAX,0
2015,3,10,3/10/15,AA,JFK,LAX,0
2015,3,11,3/11/15,AA,JFK,LAX,0
2015,3,12,3/12/15,AA,JFK,LAX,0
2015,3,13,3/13/15,AA,JFK,LAX,0
2015,3,14,3/14/15,AA,JFK,LAX,0
2015,3,15,3/15/15,AA,JFK,LAX,0
2015,3,16,3/16/15,AA,JFK,LAX,0
2015,3,17,3/17/15,AA,JFK,LAX,29
2015,3,18,3/18/15,AA,JFK,LAX,0
2015,3,19,3/19/15,AA,JFK,LAX,0
2015,3,20,3/20/15,AA,JFK,LAX,0
2015,3,21,3/21/15,AA,JFK,LAX,25
2015,3,22,3/22/15,AA,JFK,LAX,0
2015,3,23,3/23/15,AA,JFK,LAX,0
2015,3,24,3/24/15,AA,JFK,LAX,0
2015,3,25,3/25/15,AA,JFK,LAX,0
2015,3,26,3/26/15,AA,JFK,LAX,0
2015,3,27,3/27/15,AA,JFK,LAX,0
2015,3,28,3/28/15,AA,JFK,LAX,0
2015,3,29,3/29/15,AA,JFK,LAX,0
2015,3,30,3/30/15,AA,JFK,LAX,0
2015,3,31,3/31/15,AA,JFK,LAX,0
2015,3,29,3/29/15,AA,JFK,LAX,0
2015,3,30,3/30/15,AA,JFK,LAX,0
2015,3,31,3/31/15,AA,JFK,LAX,0
2015,3,29,3/29/15,AA,JFK,MIA,1
2015,3,30,3/30/15,AA,JFK,MIA,2
2015,3,31,3/31/15,AA,JFK,MIA,2
2015,3,1,3/1/15,AA,JFK,LAX,87
2015,3,2,3/2/15,AA,JFK,LAX,0
2015,3,3,3/3/15,AA,JFK,LAX,0
2015,3,4,3/4/15,AA,JFK,LAX,0
2015,3,5,3/5/15,AA,JFK,LAX,86
2015,3,6,3/6/15,AA,JFK,LAX,14
2015,3,8,3/8/15,AA,JFK,LAX,37
2015,3,9,3/9/15,AA,JFK,LAX,0
2015,3,10,3/10/15,AA,JFK,LAX,27
2015,3,11,3/11/15,AA,JFK,LAX,41
2015,3,12,3/12/15,AA,JFK,LAX,0
2015,3,13,3/13/15,AA,JFK,LAX,0
2015,3,15,3/15/15,AA,JFK,LAX,134
2015,3,16,3/16/15,AA,JFK,LAX,0
2015,3,17,3/17/15,AA,JFK,LAX,0
2015,3,18,3/18/15,AA,JFK,LAX,0
2015,3,19,3/19/15,AA,JFK,LAX,0
2015,3,20,3/20/15,AA,JFK,LAX,0
2015,3,22,3/22/15,AA,JFK,LAX,0
2015,3,23,3/23/15,AA,JFK,LAX,0
2015,3,24,3/24/15,AA,JFK,LAX,0
2015,3,25,3/25/15,AA,JFK,LAX,67
2015,3,26,3/26/15,AA,JFK,LAX,72
2015,3,27,3/27/15,AA,JFK,LAX,24
2015,3,29,3/29/15,AA,JFK,LAX,0
2015,3,30,3/30/15,AA,JFK,LAX,9
2015,3,31,3/31/15,AA,JFK,LAX,0
2015,3,29,3/29/15,AA,JFK,MIA,0
2015,3,30,3/30/15,AA,JFK,MIA,0
2015,3,31,3/31/15,AA,JFK,MIA,0
2015,3,1,3/1/15,AA,JFK,LAS,
2015,3,2,3/2/15,AA,JFK,LAS,3
2015,3,3,3/3/15,AA,JFK,LAS,
2015,3,4,3/4/15,AA,JFK,LAS,0
2015,3,5,3/5/15,AA,JFK,LAS,
2015,3,6,3/6/15,AA,JFK,LAS,71
2015,3,7,3/7/15,AA,JFK,LAS,3
2015,3,8,3/8/15,AA,JFK,LAS,0
2015,3,9,3/9/15,AA,JFK,LAS,0
2015,3,10,3/10/15,AA,JFK,LAS,133
2015,3,11,3/11/15,AA,JFK,LAS,0
2015,3,12,3/12/15,AA,JFK,LAS,0
2015,3,13,3/13/15,AA,JFK,LAS,0
2015,3,14,3/14/15,AA,JFK,LAS,5
2015,3,15,3/15/15,AA,JFK,LAS,85
2015,3,16,3/16/15,AA,JFK,LAS,0
2015,3,17,3/17/15,AA,JFK,LAS,0
2015,3,18,3/18/15,AA,JFK,LAS,11
2015,3,19,3/19/15,AA,JFK,LAS,0
2015,3,20,3/20/15,AA,JFK,LAS,
2015,3,21,3/21/15,AA,JFK,LAS,0
2015,3,22,3/22/15,AA,JFK,LAS,0
2015,3,23,3/23/15,AA,JFK,LAS,88
2015,3,24,3/24/15,AA,JFK,LAS,0
2015,3,25,3/25/15,AA,JFK,LAS,9
2015,3,26,3/26/15,AA,JFK,LAS,0
2015,3,27,3/27/15,AA,JFK,LAS,0
2015,3,28,3/28/15,AA,JFK,LAS,0
2015,3,29,3/29/15,AA,JFK,LAS,0
2015,3,30,3/30/15,AA,JFK,LAS,0
2015,3,31,3/31/15,AA,JFK,LAS,0
2015,3,1,3/1/15,AA,JFK,DFW,98
2015,3,2,3/2/15,AA,JFK,DFW,0
2015,3,3,3/3/15,AA,JFK,DFW,
2015,3,4,3/4/15,AA,JFK,DFW,48
2015,3,5,3/5/15,AA,JFK,DFW,
2015,3,6,3/6/15,AA,JFK,DFW,42
2015,3,7,3/7/15,AA,JFK,DFW,92
2015,3,8,3/8/15,AA,JFK,DFW,0
2015,3,9,3/9/15,AA,JFK,DFW,0
2015,3,10,3/10/15,AA,JFK,DFW,267
2015,3,11,3/11/15,AA,JFK,DFW,0
2015,3,12,3/12/15,AA,JFK,DFW,0
2015,3,13,3/13/15,AA,JFK,DFW,0
2015,3,14,3/14/15,AA,JFK,DFW,0
2015,3,15,3/15/15,AA,JFK,DFW,18
2015,3,16,3/16/15,AA,JFK,DFW,0
2015,3,17,3/17/15,AA,JFK,DFW,0
2015,3,18,3/18/15,AA,JFK,DFW,22
2015,3,19,3/19/15,AA,JFK,DFW,24
2015,3,20,3/20/15,AA,JFK,DFW,126
2015,3,21,3/21/15,AA,JFK,DFW,0
2015,3,22,3/22/15,AA,JFK,DFW,31
2015,3,23,3/23/15,AA,JFK,DFW,53
2015,3,24,3/24/15,AA,JFK,DFW,0
2015,3,25,3/25/15,AA,JFK,DFW,0
2015,3,26,3/26/15,AA,JFK,DFW,0
2015,3,27,3/27/15,AA,JFK,DFW,0
2015,3,28,3/28/15,AA,JFK,DFW,0
2015,3,29,3/29/15,AA,JFK,DFW,7
2015,3,30,3/30/15,AA,JFK,DFW,0
2015,3,31,3/31/15,AA,JFK,DFW,0
2015,3,1,3/1/15,AA,JFK,SJU,15
2015,3,2,3/2/15,AA,JFK,SJU,
2015,3,3,3/3/15,AA,JFK,SJU,4
2015,3,4,3/4/15,AA,JFK,SJU,0
2015,3,5,3/5/15,AA,JFK,SJU,
2015,3,6,3/6/15,AA,JFK,SJU,42
2015,3,7,3/7/15,AA,JFK,SJU,0
2015,3,8,3/8/15,AA,JFK,SJU,15
2015,3,9,3/9/15,AA,JFK,SJU,0
2015,3,10,3/10/15,AA,JFK,SJU,91
2015,3,11,3/11/15,AA,JFK,SJU,8
2015,3,12,3/12/15,AA,JFK,SJU,20
2015,3,13,3/13/15,AA,JFK,SJU,70
2015,3,14,3/14/15,AA,JFK,SJU,83
2015,3,15,3/15/15,AA,JFK,SJU,0
2015,3,16,3/16/15,AA,JFK,SJU,10
2015,3,17,3/17/15,AA,JFK,SJU,25
2015,3,18,3/18/15,AA,JFK,SJU,0
2015,3,19,3/19/15,AA,JFK,SJU,10
2015,3,20,3/20/15,AA,JFK,SJU,2
2015,3,21,3/21/15,AA,JFK,SJU,63
2015,3,22,3/22/15,AA,JFK,SJU,0
2015,3,23,3/23/15,AA,JFK,SJU,0
2015,3,24,3/24/15,AA,JFK,SJU,0
2015,3,25,3/25/15,AA,JFK,SJU,4
2015,3,26,3/26/15,AA,JFK,SJU,25
2015,3,27,3/27/15,AA,JFK,SJU,0
2015,3,28,3/28/15,AA,JFK,SJU,0
2015,3,29,3/29/15,AA,JFK,SJU,0
2015,3,30,3/30/15,AA,JFK,SJU,0
2015,3,31,3/31/15,AA,JFK,SJU,0
2015,3,1,3/1/15,AA,JFK,SFO,134
2015,3,2,3/2/15,AA,JFK,SFO,71
2015,3,3,3/3/15,AA,JFK,SFO,63
2015,3,4,3/4/15,AA,JFK,SFO,3
2015,3,5,3/5/15,AA,JFK,SFO,
2015,3,6,3/6/15,AA,JFK,SFO,55
2015,3,7,3/7/15,AA,JFK,SFO,2
2015,3,8,3/8/15,AA,JFK,SFO,0
2015,3,9,3/9/15,AA,JFK,SFO,0
2015,3,10,3/10/15,AA,JFK,SFO,0
2015,3,11,3/11/15,AA,JFK,SFO,0
2015,3,12,3/12/15,AA,JFK,SFO,0
2015,3,13,3/13/15,AA,JFK,SFO,6
2015,3,14,3/14/15,AA,JFK,SFO,53
2015,3,15,3/15/15,AA,JFK,SFO,205
2015,3,16,3/16/15,AA,JFK,SFO,2
2015,3,17,3/17/15,AA,JFK,SFO,0
2015,3,18,3/18/15,AA,JFK,SFO,0
2015,3,19,3/19/15,AA,JFK,SFO,0
2015,3,20,3/20/15,AA,JFK,SFO,
2015,3,21,3/21/15,AA,JFK,SFO,0
2015,3,22,3/22/15,AA,JFK,SFO,0
2015,3,23,3/23/15,AA,JFK,SFO,0
2015,3,24,3/24/15,AA,JFK,SFO,0
2015,3,25,3/25/15,AA,JFK,SFO,0
2015,3,26,3/26/15,AA,JFK,SFO,0
2015,3,27,3/27/15,AA,JFK,SFO,0
2015,3,28,3/28/15,AA,JFK,SFO,1
2015,3,29,3/29/15,AA,JFK,SFO,1
2015,3,30,3/30/15,AA,JFK,SFO,0
2015,3,31,3/31/15,AA,JFK,SFO,0
2015,3,1,3/1/15,AA,JFK,LAX,0
2015,3,2,3/2/15,AA,JFK,LAX,3
2015,3,3,3/3/15,AA,JFK,LAX,0
2015,3,4,3/4/15,AA,JFK,LAX,
2015,3,9,3/9/15,AA,JFK,LAX,0
2015,3,11,3/11/15,AA,JFK,LAX,0
2015,3,16,3/16/15,AA,JFK,LAX,0
2015,3,18,3/18/15,AA,JFK,LAX,0
2015,3,23,3/23/15,AA,JFK,LAX,0
2015,3,25,3/25/15,AA,JFK,LAX,0
2015,3,29,3/29/15,AA,JFK,LAX,0
2015,3,30,3/30/15,AA,JFK,LAX,0
2015,3,1,3/1/15,AA,JFK,BOS,0
2015,3,2,3/2/15,AA,JFK,BOS,18
2015,3,3,3/3/15,AA,JFK,BOS,0
2015,3,4,3/4/15,AA,JFK,BOS,0
2015,3,5,3/5/15,AA,JFK,BOS,
2015,3,6,3/6/15,AA,JFK,BOS,0
2015,3,7,3/7/15,AA,JFK,BOS,0
2015,3,8,3/8/15,AA,JFK,BOS,
2015,3,9,3/9/15,AA,JFK,BOS,0
2015,3,10,3/10/15,AA,JFK,BOS,0
2015,3,11,3/11/15,AA,JFK,BOS,0
2015,3,12,3/12/15,AA,JFK,BOS,0
2015,3,13,3/13/15,AA,JFK,BOS,37
2015,3,14,3/14/15,AA,JFK,BOS,0
2015,3,15,3/15/15,AA,JFK,BOS,7
2015,3,16,3/16/15,AA,JFK,BOS,1
2015,3,17,3/17/15,AA,JFK,BOS,0
2015,3,18,3/18/15,AA,JFK,BOS,0
2015,3,19,3/19/15,AA,JFK,BOS,0
2015,3,20,3/20/15,AA,JFK,BOS,6
2015,3,21,3/21/15,AA,JFK,BOS,89
2015,3,22,3/22/15,AA,JFK,BOS,0
2015,3,23,3/23/15,AA,JFK,BOS,0
2015,3,24,3/24/15,AA,JFK,BOS,0
2015,3,25,3/25/15,AA,JFK,BOS,0
2015,3,26,3/26/15,AA,JFK,BOS,0
2015,3,27,3/27/15,AA,JFK,BOS,0
2015,3,28,3/28/15,AA,JFK,BOS,10
2015,3,30,3/30/15,AA,JFK,BOS,28
2015,3,31,3/31/15,AA,JFK,BOS,0
2015,3,1,3/1/15,AA,JFK,SFO,38
2015,3,2,3/2/15,AA,JFK,SFO,0
2015,3,3,3/3/15,AA,JFK,SFO,0
2015,3,4,3/4/15,AA,JFK,SFO,35
2015,3,5,3/5/15,AA,JFK,SFO,91
2015,3,6,3/6/15,AA,JFK,SFO,0
2015,3,7,3/7/15,AA,JFK,SFO,0
2015,3,8,3/8/15,AA,JFK,SFO,0
2015,3,9,3/9/15,AA,JFK,SFO,0
2015,3,10,3/10/15,AA,JFK,SFO,0
2015,3,11,3/11/15,AA,JFK,SFO,0
2015,3,12,3/12/15,AA,JFK,SFO,0
2015,3,13,3/13/15,AA,JFK,SFO,1
2015,3,14,3/14/15,AA,JFK,SFO,27
2015,3,15,3/15/15,AA,JFK,SFO,0
2015,3,16,3/16/15,AA,JFK,SFO,0
2015,3,17,3/17/15,AA,JFK,SFO,0
2015,3,18,3/18/15,AA,JFK,SFO,0
2015,3,19,3/19/15,AA,JFK,SFO,14
2015,3,20,3/20/15,AA,JFK,SFO,10
2015,3,21,3/21/15,AA,JFK,SFO,7
2015,3,22,3/22/15,AA,JFK,SFO,0
2015,3,23,3/23/15,AA,JFK,SFO,0
2015,3,24,3/24/15,AA,JFK,SFO,0
2015,3,25,3/25/15,AA,JFK,SFO,0
2015,3,26,3/26/15,AA,JFK,SFO,0
2015,3,27,3/27/15,AA,JFK,SFO,0
2015,3,28,3/28/15,AA,JFK,SFO,26
2015,3,29,3/29/15,AA,JFK,SFO,0
2015,3,30,3/30/15,AA,JFK,SFO,0
2015,3,31,3/31/15,AA,JFK,SFO,31
2015,3,1,3/1/15,AA,JFK,SAN,
2015,3,2,3/2/15,AA,JFK,SAN,0
2015,3,3,3/3/15,AA,JFK,SAN,
2015,3,4,3/4/15,AA,JFK,SAN,17
2015,3,5,3/5/15,AA,JFK,SAN,
2015,3,6,3/6/15,AA,JFK,SAN,0
2015,3,7,3/7/15,AA,JFK,SAN,55
2015,3,8,3/8/15,AA,JFK,SAN,22
2015,3,9,3/9/15,AA,JFK,SAN,0
2015,3,10,3/10/15,AA,JFK,SAN,47
2015,3,11,3/11/15,AA,JFK,SAN,0
2015,3,12,3/12/15,AA,JFK,SAN,0
2015,3,13,3/13/15,AA,JFK,SAN,2
2015,3,14,3/14/15,AA,JFK,SAN,7
2015,3,15,3/15/15,AA,JFK,SAN,30
2015,3,16,3/16/15,AA,JFK,SAN,0
2015,3,17,3/17/15,AA,JFK,SAN,18
2015,3,18,3/18/15,AA,JFK,SAN,40
2015,3,19,3/19/15,AA,JFK,SAN,0
2015,3,20,3/20/15,AA,JFK,SAN,
2015,3,21,3/21/15,AA,JFK,SAN,0
2015,3,22,3/22/15,AA,JFK,SAN,28
2015,3,23,3/23/15,AA,JFK,SAN,0
2015,3,24,3/24/15,AA,JFK,SAN,0
2015,3,25,3/25/15,AA,JFK,SAN,3
2015,3,26,3/26/15,AA,JFK,SAN,4
2015,3,27,3/27/15,AA,JFK,SAN,0
2015,3,28,3/28/15,AA,JFK,SAN,66
2015,3,29,3/29/15,AA,JFK,SAN,11
2015,3,30,3/30/15,AA,JFK,SAN,18
2015,3,31,3/31/15,AA,JFK,SAN,16
2015,3,1,3/1/15,AA,JFK,LAX,13
2015,3,2,3/2/15,AA,JFK,LAX,0
2015,3,3,3/3/15,AA,JFK,LAX,0
2015,3,4,3/4/15,AA,JFK,LAX,27
2015,3,5,3/5/15,AA,JFK,LAX,311
2015,3,6,3/6/15,AA,JFK,LAX,103
2015,3,7,3/7/15,AA,JFK,LAX,0
2015,3,8,3/8/15,AA,JFK,LAX,19
2015,3,9,3/9/15,AA,JFK,LAX,0
2015,3,10,3/10/15,AA,JFK,LAX,0
2015,3,11,3/11/15,AA,JFK,LAX,76
2015,3,12,3/12/15,AA,JFK,LAX,0
2015,3,13,3/13/15,AA,JFK,LAX,0
2015,3,14,3/14/15,AA,JFK,LAX,0
2015,3,15,3/15/15,AA,JFK,LAX,0
2015,3,16,3/16/15,AA,JFK,LAX,
2015,3,17,3/17/15,AA,JFK,LAX,1
2015,3,18,3/18/15,AA,JFK,LAX,0
2015,3,19,3/19/15,AA,JFK,LAX,0
2015,3,20,3/20/15,AA,JFK,LAX,0
2015,3,21,3/21/15,AA,JFK,LAX,0
2015,3,22,3/22/15,AA,JFK,LAX,0
2015,3,23,3/23/15,AA,JFK,LAX,0
2015,3,24,3/24/15,AA,JFK,LAX,0
2015,3,25,3/25/15,AA,JFK,LAX,0
2015,3,26,3/26/15,AA,JFK,LAX,0
2015,3,27,3/27/15,AA,JFK,LAX,0
2015,3,28,3/28/15,AA,JFK,LAX,0
2015,3,1,3/1/15,AA,JFK,SEA,
2015,3,2,3/2/15,AA,JFK,SEA,0
2015,3,3,3/3/15,AA,JFK,SEA,82
2015,3,4,3/4/15,AA,JFK,SEA,0
2015,3,5,3/5/15,AA,JFK,SEA,
2015,3,6,3/6/15,AA,JFK,SEA,60
2015,3,7,3/7/15,AA,JFK,SEA,132
2015,3,8,3/8/15,AA,JFK,SEA,0
2015,3,9,3/9/15,AA,JFK,SEA,0
2015,3,10,3/10/15,AA,JFK,SEA,0
2015,3,11,3/11/15,AA,JFK,SEA,0
2015,3,12,3/12/15,AA,JFK,SEA,12
2015,3,13,3/13/15,AA,JFK,SEA,0
